sls_ord_num,sls_prd_key,sls_cust_id,sls_order_dt,sls_ship_dt,sls_due_dt,sls_sales,sls_quantity,sls_price
SO51437,WB-H098,21488,20130112,20130119,20130124,5,1,5
SO51437,HL-U509-R,21488,20130112,20130119,20130124,35,1,35
SO51437,LJ-0192-X,21488,20130112,20130119,20130124,50,1,50
SO51438,BK-R64Y-38,19212,20130112,20130119,20130124,1120,1,1120
SO51438,SJ-0194-X,19212,20130112,20130119,20130124,54,1,54
SO51439,BK-R19B-48,21017,20130112,20130119,20130124,540,1,540
SO51439,WB-H098,21017,20130112,20130119,20130124,5,1,5
SO51439,GL-H102-S,21017,20130112,20130119,20130124,24,1,24
SO51439,BC-R205,21017,20130112,20130119,20130124,9,1,9
SO51440,BK-R89B-44,18244,20130113,20130120,20130125,2443,1,2443
SO51441,BK-R89B-52,12124,20130113,20130120,20130125,2443,1,2443
SO51441,CL-9009,12124,20130113,20130120,20130125,8,1,8
SO51442,BK-R79Y-44,20834,20130113,20130120,20130125,1701,1,1701
SO51442,TT-R982,20834,20130113,20130120,20130125,4,1,4
SO51442,TI-R628,20834,20130113,20130120,20130125,25,1,25
SO51442,SJ-0194-S,20834,20130113,20130120,20130125,54,1,54
SO51443,BK-M68S-38,11739,20130113,20130120,20130125,2320,1,2320
SO51443,TI-M823,11739,20130113,20130120,20130125,35,1,35
SO51443,TT-M928,11739,20130113,20130120,20130125,5,1,5
SO51444,BK-M68S-38,11272,20130113,20130120,20130125,2320,1,2320
SO51444,FE-6654,11272,20130113,20130120,20130125,22,1,22
SO51444,HY-1023-70,11272,20130113,20130120,20130125,55,1,55
SO51445,BK-M68S-46,11088,20130113,20130120,20130125,2320,1,2320
SO51445,FE-6654,11088,20130113,20130120,20130125,22,1,22
SO51445,GL-H102-S,11088,20130113,20130120,20130125,24,1,24
SO51446,BK-R64Y-40,24606,20130113,20130120,20130125,1120,1,1120
SO51446,HL-U509,24606,20130113,20130120,20130125,35,1,35
SO51447,BK-M68S-38,11107,20130113,20130120,20130125,2320,1,2320
SO51447,FE-6654,11107,20130113,20130120,20130125,22,1,22
SO51447,HL-U509,11107,20130113,20130120,20130125,35,1,35
SO51448,BK-M68S-46,11080,20130113,20130120,20130125,2320,1,2320
SO51448,TI-M823,11080,20130113,20130120,20130125,35,1,35
SO51448,TT-M928,11080,20130113,20130120,20130125,5,1,5
SO51449,BK-T44U-60,25088,20130113,20130120,20130125,1215,1,1215
SO51449,HL-U509-R,25088,20130113,20130120,20130125,35,1,35
SO51450,BK-M68B-46,11452,20130113,20130120,20130125,2295,1,2295
SO51450,RA-H123,11452,20130113,20130120,20130125,120,1,120
SO51451,BK-R64Y-42,19159,20130113,20130120,20130125,1120,1,1120
SO51452,BK-R19B-52,22254,20130113,20130120,20130125,540,1,540
SO51452,BC-R205,22254,20130113,20130120,20130125,9,1,9
SO51452,WB-H098,22254,20130113,20130120,20130125,5,1,5
SO51453,BK-R19B-48,25605,20130113,20130120,20130125,540,1,540
SO51453,TT-R982,25605,20130113,20130120,20130125,4,1,4
SO51453,TI-R092,25605,20130113,20130120,20130125,21,1,21
SO51453,HL-U509-B,25605,20130113,20130120,20130125,35,1,35
SO51454,BK-T79U-50,14198,20130113,20130120,20130125,2384,1,2384
SO51454,BC-R205,14198,20130113,20130120,20130125,9,1,9
SO51454,WB-H098,14198,20130113,20130120,20130125,5,1,5
SO51454,HL-U509-R,14198,20130113,20130120,20130125,35,1,35
SO51455,BK-T44U-54,26831,20130113,20130120,20130125,1215,1,1215
SO51455,LJ-0192-X,26831,20130113,20130120,20130125,50,1,50
SO51456,BK-R89B-52,23607,20130114,20130121,20130126,2443,1,2443
SO51456,CL-9009,23607,20130114,20130121,20130126,8,1,8
SO51457,BK-R89B-58,22828,20130114,20130121,20130126,2443,1,2443
SO51457,CL-9009,22828,20130114,20130121,20130126,8,1,8
SO51458,BK-R79Y-44,16803,20130114,20130121,20130126,1701,1,1701
SO51458,LJ-0192-S,16803,20130114,20130121,20130126,50,1,50
SO51458,CA-1098,16803,20130114,20130121,20130126,9,1,9
SO51459,BK-R79Y-40,16807,20130114,20130121,20130126,1701,1,1701
SO51459,TI-R628,16807,20130114,20130121,20130126,25,1,25
SO51459,PK-7098,16807,20130114,20130121,20130126,2,1,2
SO51460,BK-M68B-38,11041,20130114,20130121,20130126,2295,1,2295
SO51460,FE-6654,11041,20130114,20130121,20130126,22,1,22
SO51460,VE-C304-S,11041,20130114,20130121,20130126,64,1,64
SO51461,BK-T18U-50,14146,20130114,20130121,20130126,742,1,742
SO51461,HL-U509-B,14146,20130114,20130121,20130126,35,1,35
SO51461,LJ-0192-X,14146,20130114,20130121,20130126,50,1,50
SO51462,BK-R79Y-40,22932,20130114,20130121,20130126,1701,1,1701
SO51462,TI-R628,22932,20130114,20130121,20130126,25,1,25
SO51463,BK-R64Y-38,21300,20130114,20130121,20130126,1120,1,1120
SO51464,BK-T79Y-60,27819,20130114,20130121,20130126,2384,1,2384
SO51464,HL-U509-B,27819,20130114,20130121,20130126,35,1,35
SO51465,BK-R79Y-42,16794,20130115,20130122,20130127,1701,1,1701
SO51465,HL-U509-B,16794,20130115,20130122,20130127,35,1,35
SO51465,LJ-0192-L,16794,20130115,20130122,20130127,50,1,50
SO51466,BK-R79Y-48,16804,20130115,20130122,20130127,1701,1,1701
SO51466,TI-R628,16804,20130115,20130122,20130127,25,1,25
SO51466,PK-7098,16804,20130115,20130122,20130127,2,1,2
SO51467,BK-R79Y-42,16805,20130115,20130122,20130127,1701,1,1701
SO51467,BC-R205,16805,20130115,20130122,20130127,9,1,9
SO51467,WB-H098,16805,20130115,20130122,20130127,5,1,5
SO51467,SJ-0194-M,16805,20130115,20130122,20130127,54,1,54
SO51468,BK-M68B-38,11259,20130115,20130122,20130127,2295,1,2295
SO51468,RA-H123,11259,20130115,20130122,20130127,120,1,120
SO51469,BK-M68B-46,11168,20130115,20130122,20130127,2295,1,2295
SO51469,TT-M928,11168,20130115,20130122,20130127,5,1,5
SO51469,TI-M823,11168,20130115,20130122,20130127,35,1,35
SO51469,FE-6654,11168,20130115,20130122,20130127,22,1,22
SO51469,PK-7098,11168,20130115,20130122,20130127,2,1,2
SO51470,BK-R19B-58,26657,20130115,20130122,20130127,540,1,540
SO51470,HL-U509,26657,20130115,20130122,20130127,35,1,35
SO51471,BK-R19B-48,18899,20130115,20130122,20130127,540,1,540
SO51472,BK-R19B-52,26654,20130115,20130122,20130127,540,1,540
SO51472,TI-R092,26654,20130115,20130122,20130127,21,1,21
SO51472,PK-7098,26654,20130115,20130122,20130127,2,1,2
SO51473,BK-R19B-48,18907,20130115,20130122,20130127,540,1,540
SO51473,BC-R205,18907,20130115,20130122,20130127,9,1,9
SO51473,WB-H098,18907,20130115,20130122,20130127,5,1,5
SO51473,HL-U509,18907,20130115,20130122,20130127,35,1,35
SO51474,BK-R64Y-44,19202,20130115,20130122,20130127,1120,1,1120
SO51474,LJ-0192-X,19202,20130115,20130122,20130127,50,1,50
SO51475,BK-R19B-44,22436,20130115,20130122,20130127,540,1,540
SO51475,BC-R205,22436,20130115,20130122,20130127,9,1,9
SO51475,WB-H098,22436,20130115,20130122,20130127,5,1,5
SO51475,SJ-0194-M,22436,20130115,20130122,20130127,54,1,54
SO51476,BK-T79Y-46,28694,20130115,20130122,20130127,2384,1,2384
SO51476,CA-1098,28694,20130115,20130122,20130127,9,1,9
SO51477,BK-T44U-60,12264,20130115,20130122,20130127,1215,1,1215
SO51477,TI-T723,12264,20130115,20130122,20130127,29,1,29
SO51478,BK-R89R-58,18213,20130116,20130123,20130128,2443,1,2443
SO51478,WB-H098,18213,20130116,20130123,20130128,5,1,5
SO51478,BC-R205,18213,20130116,20130123,20130128,9,1,9
SO51478,HL-U509,18213,20130116,20130123,20130128,35,1,35
SO51479,BK-R89R-58,16687,20130116,20130123,20130128,2443,1,2443
SO51479,BC-R205,16687,20130116,20130123,20130128,9,1,
SO51479,WB-H098,16687,20130116,20130123,20130128,5,1,5
SO51479,HL-U509,16687,20130116,20130123,20130128,35,1,
SO51480,BK-R79Y-40,16937,20130116,20130123,20130128,1701,1,1701
SO51480,CA-1098,16937,20130116,20130123,20130128,9,1,9
SO51480,HL-U509-B,16937,20130116,20130123,20130128,35,1,35
SO51481,BK-M18S-48,17098,20130116,20130123,20130128,565,1,565
SO51481,FE-6654,17098,20130116,20130123,20130128,22,1,22
SO51482,BK-M68B-38,11484,20130116,20130123,20130128,2295,1,2295
SO51482,TI-M823,11484,20130116,20130123,20130128,35,1,35
SO51482,HL-U509,11484,20130116,20130123,20130128,35,1,35
SO51483,BK-R89B-52,23606,20130116,20130123,20130128,2443,1,2443
SO51483,TT-R982,23606,20130116,20130123,20130128,4,1,4
SO51483,VE-C304-M,23606,20130116,20130123,20130128,64,1,64
SO51483,TI-R982,23606,20130116,20130123,20130128,33,1,33
SO51484,BK-R89R-58,19433,20130116,20130123,20130128,2443,1,2443
SO51484,HL-U509,19433,20130116,20130123,20130128,35,1,35
SO51485,BK-R89B-44,16316,20130116,20130123,20130128,2443,1,2443
SO51485,TI-R982,16316,20130116,20130123,20130128,33,1,33
SO51485,PK-7098,16316,20130116,20130123,20130128,2,1,2
SO51486,BK-R79Y-44,16798,20130116,20130123,20130128,1701,1,1701
SO51486,TT-R982,16798,20130116,20130123,20130128,4,1,4
SO51486,TI-R628,16798,20130116,20130123,20130128,25,1,25
SO51486,HL-U509-B,16798,20130116,20130123,20130128,35,1,35
SO51487,BK-M18S-52,15555,20130116,20130123,20130128,565,1,565
SO51487,BC-M005,15555,20130116,20130123,20130128,10,1,10
SO51487,WB-H098,15555,20130116,20130123,20130128,5,1,5
SO51487,CA-1098,15555,20130116,20130123,20130128,9,1,9
SO51488,BK-R89B-44,20036,20130116,20130123,20130128,2443,1,2443
SO51488,BC-R205,20036,20130116,20130123,20130128,9,1,9
SO51488,WB-H098,20036,20130116,20130123,20130128,5,1,5
SO51488,PK-7098,20036,20130116,20130123,20130128,2,1,2
SO51488,ST-1401,20036,20130116,20130123,20130128,159,1,159
SO51489,BK-M68B-38,11289,20130116,20130123,20130128,2295,1,2295
SO51489,FE-6654,11289,20130116,20130123,20130128,22,1,22
SO51489,PK-7098,11289,20130116,20130123,20130128,2,1,2
SO51489,CL-9009,11289,20130116,20130123,20130128,8,1,8
SO51490,BK-M68B-38,11171,20130116,20130123,20130128,2295,1,2295
SO51490,FE-6654,11171,20130116,20130123,20130128,22,1,22
SO51490,BC-M005,11171,20130116,20130123,20130128,10,1,10
SO51490,HY-1023-70,11171,20130116,20130123,20130128,55,1,55
SO51491,BK-M68B-46,11075,20130116,20130123,20130128,2295,1,2295
SO51492,BK-M68S-38,11018,20130116,20130123,20130128,2320,1,2320
SO51492,FE-6654,11018,20130116,20130123,20130128,22,1,22
SO51493,BK-M68S-38,11001,20130116,20130123,20130128,2320,1,2320
SO51493,FE-6654,11001,20130116,20130123,20130128,22,1,22
SO51493,WB-H098,11001,20130116,20130123,20130128,5,1,5
SO51493,BC-M005,11001,20130116,20130123,20130128,10,1,10
SO51493,SJ-0194-X,11001,20130116,20130123,20130128,54,1,54
SO51493,CA-1098,11001,20130116,20130123,20130128,9,1,9
SO51494,BK-T18U-44,26311,20130116,20130123,20130128,742,1,742
SO51494,CA-1098,26311,20130116,20130123,20130128,9,1,9
SO51495,BK-T79U-50,29043,20130116,20130123,20130128,2384,1,2384
SO51495,SJ-0194-M,29043,20130116,20130123,20130128,54,1,54
SO51495,CA-1098,29043,20130116,20130123,20130128,9,1,9
SO51496,BK-R19B-52,21487,20130116,20130123,20130128,540,1,540
SO51496,BC-R205,21487,20130116,20130123,20130128,9,1,9
SO51497,BK-R64Y-48,19170,20130116,20130123,20130128,1120,1,1120
SO51497,TI-R628,19170,20130116,20130123,20130128,25,1,25
SO51497,TT-R982,19170,20130116,20130123,20130128,4,1,4
SO51497,PK-7098,19170,20130116,20130123,20130128,2,1,2
SO51498,BK-R64Y-44,19198,20130116,20130123,20130128,1120,1,1120
SO51498,HL-U509,19198,20130116,20130123,20130128,35,1,35
SO51499,BK-R64Y-42,22668,20130116,20130123,20130128,1120,1,1120
SO51499,SJ-0194-X,22668,20130116,20130123,20130128,54,1,54
SO51500,BK-R19B-44,21014,20130116,20130123,20130128,540,1,540
SO51500,WB-H098,21014,20130116,20130123,20130128,5,1,5
SO51500,BC-R205,21014,20130116,20130123,20130128,9,1,9
SO51500,SJ-0194-S,21014,20130116,20130123,20130128,54,1,54
SO51501,BK-T44U-46,26862,20130116,20130123,20130128,1215,1,1215
SO51501,HL-U509-B,26862,20130116,20130123,20130128,35,1,35
SO51502,BK-M18B-40,19475,20130117,20130124,20130129,540,1,540
SO51502,FE-6654,19475,20130117,20130124,20130129,22,1,22
SO51502,BC-M005,19475,20130117,20130124,20130129,10,1,10
SO51502,WB-H098,19475,20130117,20130124,20130129,5,1,5
SO51502,HL-U509-R,19475,20130117,20130124,20130129,35,1,35
SO51503,BK-M38S-38,13662,20130117,20130124,20130129,769,1,769
SO51503,SH-W890-S,13662,20130117,20130124,20130129,70,1,70
SO51504,BK-R79Y-40,16792,20130117,20130124,20130129,1701,1,1701
SO51504,HL-U509,16792,20130117,20130124,20130129,35,1,35
SO51505,BK-M68B-46,11053,20130117,20130124,20130129,2295,1,2295
SO51505,HL-U509,11053,20130117,20130124,20130129,35,1,35
SO51506,BK-T18U-44,11616,20130117,20130124,20130129,742,1,742
SO51506,TI-T723,11616,20130117,20130124,20130129,29,1,29
SO51506,TT-T092,11616,20130117,20130124,20130129,5,1,5
SO51506,CL-9009,11616,20130117,20130124,20130129,8,1,8
SO51507,BK-M38S-46,16662,20130117,20130124,20130129,769,1,769
SO51507,CL-9009,16662,20130117,20130124,20130129,8,1,8
SO51508,BK-R19B-52,22273,20130117,20130124,20130129,540,1,540
SO51508,HL-U509-R,22273,20130117,20130124,20130129,35,1,35
SO51509,BK-R19B-48,22393,20130117,20130124,20130129,540,1,540
SO51509,WB-H098,22393,20130117,20130124,20130129,5,1,5
SO51509,BC-R205,22393,20130117,20130124,20130129,9,1,9
SO51509,HL-U509-B,22393,20130117,20130124,20130129,35,1,35
SO51510,BK-T79U-54,12315,20130117,20130124,20130129,2384,1,2384
SO51510,HL-U509,12315,20130117,20130124,20130129,35,1,35
SO51511,BK-R89B-44,18241,20130118,20130125,20130130,2443,1,2443
SO51511,TT-R982,18241,20130118,20130125,20130130,4,1,4
SO51511,TI-R982,18241,20130118,20130125,20130130,33,1,33
SO51512,BK-M68S-38,11403,20130118,20130125,20130130,2320,1,2320
SO51512,BC-M005,11403,20130118,20130125,20130130,10,1,10
SO51512,WB-H098,11403,20130118,20130125,20130130,5,1,5
SO51512,CA-1098,11403,20130118,20130125,20130130,9,1,9
SO51512,SJ-0194-M,11403,20130118,20130125,20130130,54,1,54
SO51513,BK-R79Y-44,16570,20130118,20130125,20130130,1701,1,1701
SO51513,TI-R628,16570,20130118,20130125,20130130,25,1,25
SO51513,LJ-0192-X,16570,20130118,20130125,20130130,50,1,50
SO51514,BK-M18S-40,17700,20130118,20130125,20130130,565,1,565
SO51514,CA-1098,17700,20130118,20130125,20130130,9,1,9
SO51514,LJ-0192-M,17700,20130118,20130125,20130130,50,1,50
SO51515,BK-R89B-44,16391,20130118,20130125,20130130,2443,1,2443
SO51516,BK-M68S-38,11237,20130118,20130125,20130130,2320,1,2320
SO51517,BK-R89B-52,20039,20130118,20130125,20130130,2443,1,2443
SO51517,BC-R205,20039,20130118,20130125,20130130,9,1,9
SO51517,WB-H098,20039,20130118,20130125,20130130,5,1,5
SO51518,BK-R89B-58,16132,20130118,20130125,20130130,2443,1,2443
SO51518,WB-H098,16132,20130118,20130125,20130130,5,1,5
SO51518,BC-R205,16132,20130118,20130125,20130130,9,1,9
SO51518,PK-7098,16132,20130118,20130125,20130130,2,1,2
SO51519,BK-M38S-46,14078,20130118,20130125,20130130,769,1,769
SO51519,SH-W890-L,14078,20130118,20130125,20130130,70,1,70
SO51520,BK-M68S-38,11015,20130118,20130125,20130130,2320,1,2320
SO51520,FE-6654,11015,20130118,20130125,20130130,22,1,22
SO51520,ST-1401,11015,20130118,20130125,20130130,159,1,159
SO51521,BK-T18U-58,28671,20130118,20130125,20130130,742,1,742
SO51522,BK-M68S-38,11000,20130118,20130125,20130130,2320,1,2320
SO51522,FE-6654,11000,20130118,20130125,20130130,22,1,22
SO51523,BK-T79U-50,24427,20130118,20130125,20130130,2384,1,2384
SO51523,BC-R205,24427,20130118,20130125,20130130,9,1,9
SO51523,WB-H098,24427,20130118,20130125,20130130,5,1,5
SO51523,PK-7098,24427,20130118,20130125,20130130,2,1,2
SO51524,BK-R19B-44,21470,20130118,20130125,20130130,540,1,540
SO51524,BC-R205,21470,20130118,20130125,20130130,9,1,9
SO51524,WB-H098,21470,20130118,20130125,20130130,5,1,5
SO51524,CA-1098,21470,20130118,20130125,20130130,9,1,9
SO51525,BK-R64Y-40,27799,20130118,20130125,20130130,1120,1,1120
SO51525,SJ-0194-S,27799,20130118,20130125,20130130,54,1,54
SO51526,BK-R64Y-48,22614,20130118,20130125,20130130,1120,1,1120
SO51526,HL-U509,22614,20130118,20130125,20130130,35,1,35
SO51527,BK-R19B-58,20977,20130118,20130125,20130130,540,1,540
SO51527,HL-U509,20977,20130118,20130125,20130130,35,1,35
SO51528,BK-R89B-52,18219,20130119,20130126,20130131,2443,1,2443
SO51528,BC-R205,18219,20130119,20130126,20130131,9,1,9
SO51528,CL-9009,18219,20130119,20130126,20130131,8,1,8
SO51529,BK-R89B-48,18222,20130119,20130126,20130131,2443,1,2443
SO51529,BC-R205,18222,20130119,20130126,20130131,9,1,9
SO51529,CA-1098,18222,20130119,20130126,20130131,9,1,9
SO51529,WB-H098,18222,20130119,20130126,20130131,5,1,5
SO51530,BK-R89B-58,19362,20130119,20130126,20130131,2443,1,2443
SO51531,BK-M68S-38,11337,20130119,20130126,20130131,2320,1,2320
SO51531,BC-M005,11337,20130119,20130126,20130131,10,1,10
SO51531,WB-H098,11337,20130119,20130126,20130131,5,1,5
SO51531,SJ-0194-L,11337,20130119,20130126,20130131,54,1,54
SO51532,BK-R89B-48,22808,20130119,20130126,20130131,2443,1,2443
SO51532,HL-U509-R,22808,20130119,20130126,20130131,35,1,35
SO51533,BK-M68B-46,11291,20130119,20130126,20130131,2295,1,2295
SO51534,BK-M68S-38,11158,20130119,20130126,20130131,2320,1,2320
SO51534,FE-6654,11158,20130119,20130126,20130131,22,1,22
SO51534,SJ-0194-M,11158,20130119,20130126,20130131,54,1,54
SO51535,BK-R79Y-40,22931,20130119,20130126,20130131,1701,1,1701
SO51536,BK-R79Y-40,18698,20130119,20130126,20130131,1701,1,1701
SO51536,HL-U509-B,18698,20130119,20130126,20130131,35,1,35
SO51537,BK-T79U-60,28201,20130119,20130126,20130131,2384,1,2384
SO51537,HL-U509-R,28201,20130119,20130126,20130131,35,1,35
SO51538,BK-R19B-48,21597,20130119,20130126,20130131,540,1,540
SO51538,TI-R092,21597,20130119,20130126,20130131,21,1,21
SO51539,BK-R64Y-42,19160,20130119,20130126,20130131,1120,1,1120
SO51539,CA-1098,19160,20130119,20130126,20130131,9,1,9
SO51539,SJ-0194-L,19160,20130119,20130126,20130131,54,1,54
SO51540,BK-R64Y-40,19213,20130119,20130126,20130131,1120,1,1120
SO51540,HL-U509,19213,20130119,20130126,20130131,35,1,35
SO51541,BK-R64Y-44,22630,20130119,20130126,20130131,1120,1,1120
SO51541,HL-U509-B,22630,20130119,20130126,20130131,35,1,35
SO51541,CA-1098,22630,20130119,20130126,20130131,9,1,9
SO51542,BK-R64Y-44,22669,20130119,20130126,20130131,1120,1,1120
SO51543,BK-R89B-48,18210,20130120,20130127,20130201,2443,1,2443
SO51543,WB-H098,18210,20130120,20130127,20130201,5,1,5
SO51543,BC-R205,18210,20130120,20130127,20130201,9,1,9
SO51543,CA-1098,18210,20130120,20130127,20130201,9,1,9
SO51544,BK-M68S-42,11244,20130120,20130127,20130201,2320,1,2320
SO51544,TI-M823,11244,20130120,20130127,20130201,35,1,35
SO51545,BK-R89B-44,19382,20130120,20130127,20130201,2443,1,2443
SO51546,BK-R89B-44,26381,20130120,20130127,20130201,2443,1,2443
SO51546,WB-H098,26381,20130120,20130127,20130201,5,1,5
SO51546,BC-R205,26381,20130120,20130127,20130201,9,1,9
SO51546,VE-C304-S,26381,20130120,20130127,20130201,64,1,64
SO51547,BK-R89R-58,12300,20130120,20130127,20130201,2443,1,2443
SO51547,HY-1023-70,12300,20130120,20130127,20130201,55,1,55
SO51548,BK-R89R-58,19424,20130120,20130127,20130201,2443,1,2443
SO51548,WB-H098,19424,20130120,20130127,20130201,5,1,5
SO51548,BC-R205,19424,20130120,20130127,20130201,9,1,9
SO51548,SJ-0194-X,19424,20130120,20130127,20130201,54,1,54
SO51549,BK-R89R-58,21858,20130120,20130127,20130201,2443,1,2443
SO51549,WB-H098,21858,20130120,20130127,20130201,5,1,5
SO51549,BC-R205,21858,20130120,20130127,20130201,9,1,9
SO51549,HL-U509-R,21858,20130120,20130127,20130201,35,1,35
SO51550,BK-M68S-38,11387,20130120,20130127,20130201,2320,1,2320
SO51550,HL-U509-R,11387,20130120,20130127,20130201,35,1,35
SO51551,BK-M18S-52,13058,20130120,20130127,20130201,565,1,565
SO51551,BC-M005,13058,20130120,20130127,20130201,10,1,10
SO51551,WB-H098,13058,20130120,20130127,20130201,5,1,5
SO51551,CA-1098,13058,20130120,20130127,20130201,9,1,9
SO51552,BK-M38S-42,13747,20130120,20130127,20130201,769,1,769
SO51552,SH-W890-S,13747,20130120,20130127,20130201,70,1,70
SO51552,GL-H102-S,13747,20130120,20130127,20130201,24,1,24
SO51553,BK-M68B-46,11286,20130120,20130127,20130201,2295,1,2295
SO51553,FE-6654,11286,20130120,20130127,20130201,22,1,22
SO51553,LJ-0192-L,11286,20130120,20130127,20130201,50,1,50
SO51553,CA-1098,11286,20130120,20130127,20130201,9,1,9
SO51554,BK-M68S-42,11266,20130120,20130127,20130201,2320,1,2320
SO51554,BC-M005,11266,20130120,20130127,20130201,10,1,10
SO51554,WB-H098,11266,20130120,20130127,20130201,5,1,5
SO51554,CA-1098,11266,20130120,20130127,20130201,9,1,9
SO51555,BK-M68B-42,11037,20130120,20130127,20130201,2295,1,2295
SO51555,TI-M823,11037,20130120,20130127,20130201,35,1,35
SO51555,TT-M928,11037,20130120,20130127,20130201,5,1,5
SO51555,FE-6654,11037,20130120,20130127,20130201,22,1,22
SO51555,WB-H098,11037,20130120,20130127,20130201,5,1,5
SO51555,BC-M005,11037,20130120,20130127,20130201,10,1,10
SO51555,PK-7098,11037,20130120,20130127,20130201,2,1,2
SO51556,BK-M68S-38,11022,20130120,20130127,20130201,2320,1,2320
SO51556,PK-7098,11022,20130120,20130127,20130201,2,1,2
SO51557,BK-T18Y-62,27765,20130120,20130127,20130201,742,1,742
SO51558,BK-R64Y-48,23104,20130120,20130127,20130201,1120,1,1120
SO51558,TI-R628,23104,20130120,20130127,20130201,25,1,25
SO51558,TT-R982,23104,20130120,20130127,20130201,4,1,4
SO51558,ST-1401,23104,20130120,20130127,20130201,159,1,159
SO51559,BK-R64Y-44,24605,20130120,20130127,20130201,1120,1,1120
SO51559,TI-R628,24605,20130120,20130127,20130201,25,1,25
SO51559,TT-R982,24605,20130120,20130127,20130201,4,1,4
SO51559,HL-U509-B,24605,20130120,20130127,20130201,35,1,35
SO51560,BK-R19B-58,19271,20130120,20130127,20130201,540,1,540
SO51560,HL-U509-R,19271,20130120,20130127,20130201,35,1,35
SO51561,BK-M68S-46,11025,20130120,20130127,20130201,2320,1,2320
SO51561,FE-6654,11025,20130120,20130127,20130201,22,1,22
SO51561,VE-C304-M,11025,20130120,20130127,20130201,64,1,64
SO51562,BK-M68B-38,11009,20130120,20130127,20130201,2295,1,2295
SO51562,PK-7098,11009,20130120,20130127,20130201,2,1,2
SO51563,BK-M18B-44,17511,20130120,20130127,20130201,540,1,540
SO51563,TT-M928,17511,20130120,20130127,20130201,5,1,5
SO51563,TI-M267,17511,20130120,20130127,20130201,25,1,25
SO51563,PK-7098,17511,20130120,20130127,20130201,2,1,2
SO51564,BK-T18U-50,26309,20130120,20130127,20130201,742,1,742
SO51564,SO-R809-L,26309,20130120,20130127,20130201,9,1,9
SO51565,BK-T44U-60,25085,20130120,20130127,20130201,1215,1,1215
SO51565,WB-H098,25085,20130120,20130127,20130201,5,1,5
SO51565,BC-R205,25085,20130120,20130127,20130201,9,1,9
SO51566,BK-T79U-60,24414,20130120,20130127,20130201,2384,1,2384
SO51566,WB-H098,24414,20130120,20130127,20130201,5,1,5
SO51566,BC-R205,24414,20130120,20130127,20130201,9,1,9
SO51567,BK-R19B-44,15276,20130120,20130127,20130201,540,1,540
SO51567,TI-R092,15276,20130120,20130127,20130201,21,1,21
SO51567,PK-7098,15276,20130120,20130127,20130201,2,1,2
SO51568,BK-R19B-48,21448,20130120,20130127,20130201,540,1,540
SO51568,GL-H102-S,21448,20130120,20130127,20130201,24,1,24
SO51569,BK-R19B-58,15017,20130120,20130127,20130201,540,1,540
SO51569,BC-R205,15017,20130120,20130127,20130201,9,1,9
SO51569,WB-H098,15017,20130120,20130127,20130201,5,1,5
SO51569,SJ-0194-X,15017,20130120,20130127,20130201,54,1,54
SO51570,BK-R19B-52,22459,20130120,20130127,20130201,540,1,540
SO51571,BK-T44U-60,14046,20130121,20130128,20130202,1215,1,1215
SO51571,SJ-0194-X,14046,20130121,20130128,20130202,54,1,54
SO51572,BK-R89B-52,23759,20130121,20130128,20130202,2443,1,2443
SO51572,TI-R982,23759,20130121,20130128,20130202,33,1,33
SO51573,BK-M68B-38,11238,20130121,20130128,20130202,2295,1,2295
SO51573,HL-U509-B,11238,20130121,20130128,20130202,35,1,35
SO51574,BK-R89B-52,16291,20130121,20130128,20130202,2443,1,2443
SO51574,HL-U509,16291,20130121,20130128,20130202,35,1,35
SO51575,BK-R89B-48,22323,20130121,20130128,20130202,2443,1,2443
SO51576,BK-M68S-46,11481,20130121,20130128,20130202,2320,1,2320
SO51576,HY-1023-70,11481,20130121,20130128,20130202,55,1,55
SO51577,BK-M68S-42,11042,20130121,20130128,20130202,2320,1,2320
SO51578,BK-R19B-58,27744,20130121,20130128,20130202,540,1,540
SO51578,TT-R982,27744,20130121,20130128,20130202,4,1,4
SO51578,TI-R092,27744,20130121,20130128,20130202,21,1,21
SO51578,SJ-0194-M,27744,20130121,20130128,20130202,54,1,54
SO51578,GL-H102-L,27744,20130121,20130128,20130202,24,1,24
SO51579,BK-R19B-52,26656,20130121,20130128,20130202,540,1,540
SO51579,WB-H098,26656,20130121,20130128,20130202,5,1,5
SO51579,BC-R205,26656,20130121,20130128,20130202,9,1,9
SO51579,CA-1098,26656,20130121,20130128,20130202,9,1,9
SO51580,BK-R19B-44,18900,20130121,20130128,20130202,540,1,540
SO51580,BC-R205,18900,20130121,20130128,20130202,9,1,9
SO51580,WB-H098,18900,20130121,20130128,20130202,5,1,5
SO51581,BK-M68B-42,11007,20130121,20130128,20130202,2295,1,2295
SO51581,TT-M928,11007,20130121,20130128,20130202,5,1,5
SO51581,TI-M823,11007,20130121,20130128,20130202,35,1,35
SO51581,FE-6654,11007,20130121,20130128,20130202,22,1,22
SO51581,HL-U509-B,11007,20130121,20130128,20130202,35,1,35
SO51582,BK-M68B-46,11052,20130121,20130128,20130202,2295,1,2295
SO51582,TT-M928,11052,20130121,20130128,20130202,5,1,5
SO51582,TI-M823,11052,20130121,20130128,20130202,35,1,35
SO51582,PK-7098,11052,20130121,20130128,20130202,2,1,2
SO51583,BK-R19B-44,16015,20130121,20130128,20130202,540,1,540
SO51583,HL-U509,16015,20130121,20130128,20130202,35,1,35
